Burial rate: 
1e-4 cm/yr      1e-3 cm/yr      1e-2 cm/yr      1e-1 cm/yr      0.5 cm/yr 
9.614728e-04    2.875503e-04    3.339081e-05    3.390875e-06    6.791063e-07 
9.625530e-04    2.899348e-04    3.371598e-05    3.424417e-06    6.858331e-07 
9.636007e-04    2.923237e-04    3.404275e-05    3.458135e-06    6.925955e-07 
9.646164e-04    2.947166e-04    3.437110e-05    3.492026e-06    6.993928e-07 
9.656007e-04    2.971134e-04    3.470099e-05    3.526087e-06    7.062244e-07 
9.665540e-04    2.995135e-04    3.503239e-05    3.560314e-06    7.130896e-07 
9.674769e-04    3.019168e-04    3.536527e-05    3.594706e-06    7.199878e-07 
9.683700e-04    3.043229e-04    3.569960e-05    3.629257e-06    7.269183e-07 
9.692336e-04    3.067314e-04    3.603533e-05    3.663965e-06    7.338805e-07 
9.700684e-04    3.091420e-04    3.637244e-05    3.698826e-06    7.408735e-07 
9.708749e-04    3.115544e-04    3.671088e-05    3.733837e-06    7.478967e-07 
9.716535e-04    3.139683e-04    3.705062e-05    3.768993e-06    7.549493e-07 
9.724049e-04    3.163832e-04    3.739161e-05    3.804290e-06    7.620306e-07 
9.731295e-04    3.187988e-04    3.773383e-05    3.839725e-06    7.691396e-07 
9.738278e-04    3.212148e-04    3.807722e-05    3.875294e-06    7.762757e-07 
9.745004e-04    3.236309e-04    3.842175e-05    3.910992e-06    7.834379e-07 
9.751477e-04    3.260466e-04    3.876737e-05    3.946816e-06    7.906254e-07 
9.757704e-04    3.284616e-04    3.911404e-05    3.982759e-06    7.978373e-07 
9.763688e-04    3.308756e-04    3.946171e-05    4.018820e-06    8.050727e-07 
9.769434e-04    3.332881e-04    3.981035e-05    4.054991e-06    8.123308e-07 
9.774948e-04    3.356988e-04    4.015990e-05    4.091270e-06    8.196105e-07 
9.780235e-04    3.381074e-04    4.051031e-05    4.127650e-06    8.269110e-07 
9.785299e-04    3.405135e-04    4.086154e-05    4.164129e-06    8.342312e-07 
9.790145e-04    3.429167e-04    4.121354e-05    4.200699e-06    8.415701e-07 
9.794778e-04    3.453166e-04    4.156627e-05    4.237357e-06    8.489268e-07 
9.799201e-04    3.477129e-04    4.191966e-05    4.274096e-06    8.563002e-07 
9.803421e-04    3.501051e-04    4.227367e-05    4.310913e-06    8.636893e-07 
9.807441e-04    3.524930e-04    4.262825e-05    4.347802e-06    8.710930e-07 
9.811265e-04    3.548761e-04    4.298335e-05    4.384757e-06    8.785102e-07 
9.814899e-04    3.572541e-04    4.333891e-05    4.421772e-06    8.859399e-07 
9.818346e-04    3.596266e-04    4.369487e-05    4.458843e-06    8.933808e-07 
9.821610e-04    3.619933e-04    4.405119e-05    4.495964e-06    9.008320e-07 
9.824696e-04    3.643537e-04    4.440781e-05    4.533129e-06    9.082923e-07 
9.827607e-04    3.667074e-04    4.476467e-05    4.570332e-06    9.157605e-07 
9.830348e-04    3.690542e-04    4.512172e-05    4.607567e-06    9.232354e-07 
9.832921e-04    3.713937e-04    4.547890e-05    4.644829e-06    9.307159e-07 
9.835332e-04    3.737254e-04    4.583616e-05    4.682112e-06    9.382007e-07 
9.837583e-04    3.760491e-04    4.619342e-05    4.719409e-06    9.456887e-07 
9.839678e-04    3.783643e-04    4.655065e-05    4.756714e-06    9.531787e-07 
9.841621e-04    3.806707e-04    4.690777e-05    4.794023e-06    9.606694e-07 
9.843468e-04    3.829742e-04    4.726568e-05    4.831426e-06    9.681794e-07 
9.845167e-04    3.852682e-04    4.762338e-05    4.868821e-06    9.756879e-07 
9.846723e-04    3.875524e-04    4.798081e-05    4.906200e-06    9.831937e-07 
9.848138e-04    3.898264e-04    4.833791e-05    4.943559e-06    9.906954e-07 
9.849415e-04    3.920898e-04    4.869462e-05    4.980889e-06    9.981918e-07 
9.850558e-04    3.943424e-04    4.905089e-05    5.018186e-06    1.005682e-06 
9.851569e-04    3.965838e-04    4.940663e-05    5.055442e-06    1.013163e-06 
9.852451e-04    3.988136e-04    4.976181e-05    5.092652e-06    1.020636e-06 
9.853207e-04    4.010315e-04    5.011635e-05    5.129808e-06    1.028098e-06 
9.853839e-04    4.032372e-04    5.047020e-05    5.166904e-06    1.035549e-06 
9.854351e-04    4.054303e-04    5.082329e-05    5.203934e-06    1.042986e-06 
9.854744e-04    4.076106e-04    5.117556e-05    5.240891e-06    1.050409e-06 
9.855021e-04    4.097777e-04    5.152695e-05    5.277768e-06    1.057816e-06 
9.855184e-04    4.119314e-04    5.187739e-05    5.314560e-06    1.065207e-06 
9.855297e-04    4.140782e-04    5.222794e-05    5.351375e-06    1.072602e-06 
9.855298e-04    4.162109e-04    5.257744e-05    5.388092e-06    1.079977e-06 
9.855191e-04    4.183293e-04    5.292581e-05    5.424705e-06    1.087332e-06 
9.854976e-04    4.204330e-04    5.327301e-05    5.461207e-06    1.094665e-06 
9.854657e-04    4.225217e-04    5.361897e-05    5.497591e-06    1.101975e-06 
9.854235e-04    4.245952e-04    5.396364e-05    5.533851e-06    1.109260e-06 
9.853712e-04    4.266532e-04    5.430694e-05    5.569981e-06    1.116519e-06 
9.853090e-04    4.286955e-04    5.464882e-05    5.605974e-06    1.123750e-06 
9.852435e-04    4.307290e-04    5.499041e-05    5.641949e-06    1.130978e-06 
9.851682e-04    4.327463e-04    5.533047e-05    5.677774e-06    1.138177e-06 
9.850834e-04    4.347470e-04    5.566893e-05    5.713445e-06    1.145344e-06 
9.849891e-04    4.367309e-04    5.600575e-05    5.748954e-06    1.152479e-06 
9.848855e-04    4.386979e-04    5.634087e-05    5.784296e-06    1.159581e-06 
9.847728e-04    4.406476e-04    5.667422e-05    5.819464e-06    1.166648e-06 
9.846510e-04    4.425798e-04    5.700575e-05    5.854452e-06    1.173680e-06 
9.845273e-04    4.445019e-04    5.733665e-05    5.889385e-06    1.180700e-06 
9.843946e-04    4.464061e-04    5.766563e-05    5.924126e-06    1.187682e-06 
9.842531e-04    4.482922e-04    5.799262e-05    5.958671e-06    1.194625e-06 
9.841029e-04    4.501601e-04    5.831758e-05    5.993012e-06    1.201527e-06 
9.839441e-04    4.520095e-04    5.864045e-05    6.027144e-06    1.208387e-06 
9.837841e-04    4.538478e-04    5.896246e-05    6.061196e-06    1.215231e-06 
9.836155e-04    4.556673e-04    5.928229e-05    6.095029e-06    1.222032e-06 
9.834385e-04    4.574678e-04    5.959988e-05    6.128636e-06    1.228787e-06 
9.832531e-04    4.592492e-04    5.991518e-05    6.162012e-06    1.235496e-06 
9.830670e-04    4.610189e-04    6.022944e-05    6.195290e-06    1.242185e-06 
9.828725e-04    4.627691e-04    6.054133e-05    6.228326e-06    1.248827e-06 
9.826698e-04    4.644997e-04    6.085078e-05    6.261116e-06    1.255419e-06 
9.824589e-04    4.662106e-04    6.115777e-05    6.293656e-06    1.261960e-06 
9.822476e-04    4.679094e-04    6.146355e-05    6.326077e-06    1.268478e-06 
9.820281e-04    4.695881e-04    6.176677e-05    6.358238e-06    1.274944e-06 
9.818005e-04    4.712467e-04    6.206739e-05    6.390134e-06    1.281357e-06 
9.815649e-04    4.728852e-04    6.236536e-05    6.421759e-06    1.287716e-06 
9.813293e-04    4.745110e-04    6.266198e-05    6.453250e-06    1.294047e-06 
9.810856e-04    4.761165e-04    6.295587e-05    6.484462e-06    1.300323e-06 
9.808340e-04    4.777014e-04    6.324701e-05    6.515391e-06    1.306542e-06 
9.805825e-04    4.792735e-04    6.353668e-05    6.546174e-06    1.312732e-06 
9.803230e-04    4.808250e-04    6.382351e-05    6.576665e-06    1.318864e-06 
9.800555e-04    4.823558e-04    6.410747e-05    6.606861e-06    1.324936e-06 
9.797883e-04    4.838734e-04    6.438987e-05    6.636899e-06    1.330977e-06 
9.795131e-04    4.853703e-04    6.466934e-05    6.666635e-06    1.336957e-06 
9.792300e-04    4.868463e-04    6.494584e-05    6.696065e-06    1.342875e-06 
9.789474e-04    4.883090e-04    6.522068e-05    6.725326e-06    1.348760e-06 
9.786567e-04    4.897508e-04    6.549249e-05    6.754275e-06    1.354583e-06 
9.783666e-04    4.911791e-04    6.576259e-05    6.783049e-06    1.360370e-06 
9.780684e-04    4.925866e-04    6.602961e-05    6.811504e-06    1.366093e-06 
9.777622e-04    4.939730e-04    6.629352e-05    6.839637e-06    1.371752e-06 
9.774567e-04    4.953459e-04    6.655564e-05    6.867586e-06    1.377374e-06 
9.771431e-04    4.966978e-04    6.681461e-05    6.895208e-06    1.382930e-06 
9.768302e-04    4.980362e-04    6.707173e-05    6.922641e-06    1.388448e-06 
9.765092e-04    4.993536e-04    6.732566e-05    6.949741e-06    1.393899e-06 
9.761802e-04    5.006501e-04    6.757637e-05    6.976506e-06    1.399284e-06 
9.758520e-04    5.019329e-04    6.782517e-05    7.003075e-06    1.404628e-06 
9.755157e-04    5.031949e-04    6.807072e-05    7.029304e-06    1.409905e-06 
9.751802e-04    5.044432e-04    6.831432e-05    7.055333e-06    1.415141e-06 
9.748366e-04    5.056707e-04    6.855464e-05    7.081018e-06    1.420309e-06 
9.744938e-04    5.068847e-04    6.879298e-05    7.106498e-06    1.425435e-06 
9.741428e-04    5.080779e-04    6.902800e-05    7.131632e-06    1.430492e-06 
9.737927e-04    5.092575e-04    6.926102e-05    7.156557e-06    1.435507e-06 
9.734344e-04    5.104165e-04    6.949070e-05    7.181133e-06    1.440452e-06 
9.730769e-04    5.115620e-04    6.971833e-05    7.205497e-06    1.445354e-06 
9.727112e-04    5.126870e-04    6.994262e-05    7.229509e-06    1.450186e-06 
9.723463e-04    5.137985e-04    7.016484e-05    7.253307e-06    1.454974e-06 
9.719733e-04    5.148897e-04    7.038370e-05    7.276750e-06    1.459692e-06 
9.716011e-04    5.159675e-04    7.060047e-05    7.299977e-06    1.464366e-06 
9.712206e-04    5.170251e-04    7.081387e-05    7.322848e-06    1.468968e-06 
9.708411e-04    5.180694e-04    7.102517e-05    7.345500e-06    1.473527e-06 
9.704623e-04    5.191005e-04    7.123435e-05    7.367931e-06    1.478041e-06 
9.700752e-04    5.201117e-04    7.144015e-05    7.390006e-06    1.482483e-06 
9.696889e-04    5.211097e-04    7.164383e-05    7.411858e-06    1.486881e-06 
9.692943e-04    5.220881e-04    7.184413e-05    7.433354e-06    1.491207e-06 
9.689006e-04    5.230534e-04    7.204230e-05    7.454626e-06    1.495488e-06 
9.684985e-04    5.239992e-04    7.223709e-05    7.475542e-06    1.499698e-06 
9.680974e-04    5.249322e-04    7.242975e-05    7.496234e-06    1.503863e-06 
9.676970e-04    5.258524e-04    7.262027e-05    7.516700e-06    1.507982e-06 
9.672882e-04    5.267534e-04    7.280743e-05    7.536812e-06    1.512030e-06 
9.668804e-04    5.276418e-04    7.299244e-05    7.556697e-06    1.516033e-06 
9.664732e-04    5.285176e-04    7.317531e-05    7.576357e-06    1.519990e-06 
9.660577e-04    5.293746e-04    7.335485e-05    7.595664e-06    1.523877e-06 
9.656430e-04    5.302192e-04    7.353225e-05    7.614746e-06    1.527718e-06 
9.652290e-04    5.310515e-04    7.370751e-05    7.633601e-06    1.531513e-06 
9.648067e-04    5.318654e-04    7.387947e-05    7.652106e-06    1.535239e-06 
9.643851e-04    5.326672e-04    7.404929e-05    7.670386e-06    1.538919e-06 
9.639553e-04    5.334509e-04    7.421585e-05    7.688319e-06    1.542529e-06 
9.635263e-04    5.342226e-04    7.438028e-05    7.706028e-06    1.546094e-06 
9.630980e-04    5.349825e-04    7.454260e-05    7.723513e-06    1.549614e-06 
9.626704e-04    5.357306e-04    7.470280e-05    7.740773e-06    1.553089e-06 
9.622346e-04    5.364612e-04    7.485980e-05    7.757693e-06    1.556496e-06 
9.617995e-04    5.371802e-04    7.501469e-05    7.774390e-06    1.559857e-06 
9.613651e-04    5.378877e-04    7.516750e-05    7.790865e-06    1.563175e-06 
9.609226e-04    5.385782e-04    7.531715e-05    7.807005e-06    1.566424e-06 
9.604807e-04    5.392575e-04    7.546473e-05    7.822925e-06    1.569630e-06 
9.600396e-04    5.399256e-04    7.561025e-05    7.838626e-06    1.572791e-06 
9.595904e-04    5.405772e-04    7.575267e-05    7.853997e-06    1.575886e-06 
9.591420e-04    5.412178e-04    7.589306e-05    7.869151e-06    1.578938e-06 
9.586943e-04    5.418476e-04    7.603142e-05    7.884090e-06    1.581946e-06 
9.582473e-04    5.424666e-04    7.616777e-05    7.898814e-06    1.584911e-06 
9.577923e-04    5.430698e-04    7.630110e-05    7.913217e-06    1.587811e-06 
9.573380e-04    5.436625e-04    7.643244e-05    7.927408e-06    1.590669e-06 
9.568845e-04    5.442448e-04    7.656181e-05    7.941389e-06    1.593484e-06 
9.564316e-04    5.448168e-04    7.668921e-05    7.955160e-06    1.596258e-06 
9.559709e-04    5.453737e-04    7.681370e-05    7.968619e-06    1.598968e-06 
9.555110e-04    5.459205e-04    7.693625e-05    7.981873e-06    1.601637e-06 
9.550517e-04    5.464573e-04    7.705689e-05    7.994921e-06    1.604265e-06 
9.545931e-04    5.469843e-04    7.717561e-05    8.007766e-06    1.606852e-06 
9.541269e-04    5.474969e-04    7.729153e-05    8.020310e-06    1.609379e-06 
9.536614e-04    5.479998e-04    7.740557e-05    8.032654e-06    1.611865e-06 
9.531967e-04    5.484933e-04    7.751776e-05    8.044800e-06    1.614311e-06 
9.527326e-04    5.489774e-04    7.762811e-05    8.056748e-06    1.616718e-06 
9.522691e-04    5.494523e-04    7.773662e-05    8.068502e-06    1.619085e-06 
9.517984e-04    5.499136e-04    7.784246e-05    8.079968e-06    1.621395e-06 
9.513283e-04    5.503658e-04    7.794652e-05    8.091244e-06    1.623666e-06 
9.508589e-04    5.508092e-04    7.804880e-05    8.102329e-06    1.625899e-06 
9.503902e-04    5.512438e-04    7.814933e-05    8.113226e-06    1.628094e-06 
9.499222e-04    5.516697e-04    7.824811e-05    8.123937e-06    1.630252e-06 
9.494548e-04    5.520871e-04    7.834518e-05    8.134464e-06    1.632372e-06 
9.489804e-04    5.524919e-04    7.843973e-05    8.144721e-06    1.634438e-06 
9.485066e-04    5.528884e-04    7.853260e-05    8.154798e-06    1.636468e-06 
9.480336e-04    5.532767e-04    7.862381e-05    8.164696e-06    1.638463e-06 
9.475613e-04    5.536569e-04    7.871338e-05    8.174418e-06    1.640421e-06 
9.470896e-04    5.540292e-04    7.880131e-05    8.183965e-06    1.642345e-06 
9.466185e-04    5.543936e-04    7.888763e-05    8.193339e-06    1.644233e-06 
9.461408e-04    5.547464e-04    7.897162e-05    8.202463e-06    1.646071e-06 
9.456638e-04    5.550917e-04    7.905405e-05    8.211418e-06    1.647875e-06 
9.451875e-04    5.554295e-04    7.913493e-05    8.220207e-06    1.649646e-06 
9.447119e-04    5.557599e-04    7.921427e-05    8.228831e-06    1.651384e-06 
9.442370e-04    5.560830e-04    7.929210e-05    8.237293e-06    1.653089e-06 
9.437627e-04    5.563989e-04    7.936844e-05    8.245594e-06    1.654761e-06 
9.432890e-04    5.567078e-04    7.944330e-05    8.253736e-06    1.656402e-06 
9.428092e-04    5.570063e-04    7.951604e-05    8.261650e-06    1.657997e-06 
9.423301e-04    5.572980e-04    7.958735e-05    8.269410e-06    1.659560e-06 
9.418517e-04    5.575830e-04    7.965725e-05    8.277018e-06    1.661093e-06 
9.413740e-04    5.578614e-04    7.972575e-05    8.284476e-06    1.662596e-06 
9.408970e-04    5.581333e-04    7.979288e-05    8.291786e-06    1.664069e-06 
9.404206e-04    5.583988e-04    7.985865e-05    8.298949e-06    1.665513e-06 
9.399448e-04    5.586580e-04    7.992309e-05    8.305969e-06    1.666927e-06 
9.394697e-04    5.589110e-04    7.998621e-05    8.312847e-06    1.668313e-06 
9.389951e-04    5.591578e-04    8.004802e-05    8.319584e-06    1.669671e-06 
9.385150e-04    5.593958e-04    8.010798e-05    8.326121e-06    1.670989e-06 
9.380356e-04    5.596280e-04    8.016668e-05    8.332523e-06    1.672279e-06 
9.375569e-04    5.598544e-04    8.022415e-05    8.338792e-06    1.673542e-06 
9.370788e-04    5.600751e-04    8.028040e-05    8.344929e-06    1.674779e-06 
9.366013e-04    5.602903e-04    8.033545e-05    8.350937e-06    1.675990e-06 
9.361244e-04    5.605000e-04    8.038932e-05    8.356818e-06    1.677175e-06 
9.356481e-04    5.607043e-04    8.044202e-05    8.362573e-06    1.678335e-06 
9.351724e-04    5.609033e-04    8.049358e-05    8.368204e-06    1.679471e-06 
9.346972e-04    5.610972e-04    8.054401e-05    8.373713e-06    1.680581e-06 
9.342225e-04    5.612860e-04    8.059334e-05    8.379103e-06    1.681668e-06 
9.337484e-04    5.614697e-04    8.064157e-05    8.384375e-06    1.682730e-06 
9.332694e-04    5.616462e-04    8.068825e-05    8.389480e-06    1.683759e-06 
9.327910e-04    5.618179e-04    8.073389e-05    8.394472e-06    1.684766e-06 
9.323131e-04    5.619848e-04    8.077850e-05    8.399352e-06    1.685749e-06 
9.318357e-04    5.621472e-04    8.082209e-05    8.404123e-06    1.686711e-06 
9.313589e-04    5.623051e-04    8.086469e-05    8.408786e-06    1.687651e-06 
9.308825e-04    5.624585e-04    8.090631e-05    8.413344e-06    1.688570e-06 
9.304065e-04    5.626075e-04    8.094697e-05    8.417798e-06    1.689468e-06 
9.299309e-04    5.627523e-04    8.098668e-05    8.422149e-06    1.690346e-06 
9.294558e-04    5.628929e-04    8.102547e-05    8.426400e-06    1.691203e-06 
9.289810e-04    5.630294e-04    8.106334e-05    8.430553e-06    1.692040e-06 
9.285065e-04    5.631618e-04    8.110032e-05    8.434609e-06    1.692858e-06 
9.280323e-04    5.632903e-04    8.113643e-05    8.438570e-06    1.693657e-06 
9.275584e-04    5.634149e-04    8.117167e-05    8.442437e-06    1.694436e-06 
9.270847e-04    5.635358e-04    8.120606e-05    8.446213e-06    1.695198e-06 
9.266113e-04    5.636528e-04    8.123962e-05    8.449899e-06    1.695941e-06 
9.261380e-04    5.637663e-04    8.127237e-05    8.453497e-06    1.696667e-06 
9.256648e-04    5.638761e-04    8.130432e-05    8.457009e-06    1.697375e-06 
9.251918e-04    5.639825e-04    8.133549e-05    8.460435e-06    1.698066e-06 
9.247189e-04    5.640854e-04    8.136589e-05    8.463779e-06    1.698740e-06 
9.242459e-04    5.641849e-04    8.139553e-05    8.467041e-06    1.699398e-06 
9.237691e-04    5.642796e-04    8.142411e-05    8.470188e-06    1.700033e-06 
9.232922e-04    5.643710e-04    8.145198e-05    8.473257e-06    1.700652e-06 
9.228154e-04    5.644593e-04    8.147914e-05    8.476250e-06    1.701256e-06 
9.223386e-04    5.645446e-04    8.150561e-05    8.479168e-06    1.701845e-06 
9.218616e-04    5.646268e-04    8.153140e-05    8.482014e-06    1.702419e-06 
9.213846e-04    5.647061e-04    8.155654e-05    8.484787e-06    1.702978e-06 
9.209074e-04    5.647826e-04    8.158102e-05    8.487491e-06    1.703524e-06 
9.204299e-04    5.648562e-04    8.160488e-05    8.490126e-06    1.704055e-06 
9.199523e-04    5.649270e-04    8.162811e-05    8.492693e-06    1.704573e-06 
9.194743e-04    5.649952e-04    8.165073e-05    8.495195e-06    1.705078e-06 
9.189960e-04    5.650607e-04    8.167276e-05    8.497632e-06    1.705570e-06 
9.185173e-04    5.651236e-04    8.169421e-05    8.500006e-06    1.706049e-06 
9.180381e-04    5.651839e-04    8.171508e-05    8.502318e-06    1.706515e-06 
9.175585e-04    5.652418e-04    8.173540e-05    8.504570e-06    1.706970e-06 
9.170783e-04    5.652973e-04    8.175517e-05    8.506763e-06    1.707412e-06 
9.165975e-04    5.653504e-04    8.177441e-05    8.508898e-06    1.707843e-06 
9.161161e-04    5.654012e-04    8.179313e-05    8.510977e-06    1.708263e-06 
9.156340e-04    5.654497e-04    8.181134e-05    8.513000e-06    1.708671e-06 
9.151511e-04    5.654960e-04    8.182905e-05    8.514969e-06    1.709069e-06 
9.146675e-04    5.655401e-04    8.184627e-05    8.516885e-06    1.709456e-06 
9.141830e-04    5.655821e-04    8.186302e-05    8.518750e-06    1.709832e-06 
9.136975e-04    5.656220e-04    8.187930e-05    8.520565e-06    1.710199e-06 
9.132111e-04    5.656598e-04    8.189512e-05    8.522330e-06    1.710555e-06 
9.127237e-04    5.656957e-04    8.191050e-05    8.524047e-06    1.710902e-06 
9.122378e-04    5.657305e-04    8.192564e-05    8.525737e-06    1.711243e-06 
9.117506e-04    5.657635e-04    8.194035e-05    8.527381e-06    1.711575e-06 
9.112622e-04    5.657945e-04    8.195464e-05    8.528980e-06    1.711898e-06 
9.107724e-04    5.658237e-04    8.196852e-05    8.530535e-06    1.712212e-06 
9.102813e-04    5.658511e-04    8.198200e-05    8.532046e-06    1.712517e-06 
9.097887e-04    5.658767e-04    8.199510e-05    8.533515e-06    1.712814e-06 
9.092946e-04    5.659005e-04    8.200781e-05    8.534943e-06    1.713103e-06 
9.087990e-04    5.659227e-04    8.202015e-05    8.536331e-06    1.713383e-06 
9.083017e-04    5.659432e-04    8.203213e-05    8.537680e-06    1.713656e-06 
9.078027e-04    5.659621e-04    8.204375e-05    8.538990e-06    1.713920e-06 
9.073019e-04    5.659794e-04    8.205503e-05    8.540263e-06    1.714178e-06 
9.067993e-04    5.659951e-04    8.206598e-05    8.541500e-06    1.714428e-06 
9.062948e-04    5.660093e-04    8.207660e-05    8.542701e-06    1.714671e-06 
9.057883e-04    5.660220e-04    8.208689e-05    8.543868e-06    1.714907e-06 
9.052797e-04    5.660333e-04    8.209688e-05    8.545001e-06    1.715136e-06 
9.047690e-04    5.660431e-04    8.210656e-05    8.546101e-06    1.715358e-06 
9.042562e-04    5.660515e-04    8.211594e-05    8.547170e-06    1.715574e-06 
9.037411e-04    5.660585e-04    8.212503e-05    8.548207e-06    1.715784e-06 
9.032254e-04    5.660648e-04    8.213397e-05    8.549226e-06    1.715990e-06 
9.027073e-04    5.660698e-04    8.214263e-05    8.550216e-06    1.716191e-06 
9.021867e-04    5.660735e-04    8.215101e-05    8.551177e-06    1.716385e-06 
9.016634e-04    5.660758e-04    8.215914e-05    8.552109e-06    1.716574e-06 
9.011375e-04    5.660769e-04    8.216700e-05    8.553014e-06    1.716757e-06 
9.006088e-04    5.660768e-04    8.217462e-05    8.553892e-06    1.716934e-06 
9.000773e-04    5.660755e-04    8.218199e-05    8.554743e-06    1.717107e-06 
8.995429e-04    5.660729e-04    8.218912e-05    8.555569e-06    1.717274e-06 
8.990056e-04    5.660692e-04    8.219602e-05    8.556369e-06    1.717436e-06 
8.984651e-04    5.660644e-04    8.220270e-05    8.557146e-06    1.717594e-06 
8.979215e-04    5.660584e-04    8.220916e-05    8.557899e-06    1.717746e-06 
8.973761e-04    5.660518e-04    8.221549e-05    8.558639e-06    1.717896e-06 
8.968273e-04    5.660441e-04    8.222162e-05    8.559357e-06    1.718042e-06 
8.962751e-04    5.660353e-04    8.222754e-05    8.560053e-06    1.718183e-06 
8.957194e-04    5.660254e-04    8.223326e-05    8.560727e-06    1.718320e-06 
8.951601e-04    5.660145e-04    8.223879e-05    8.561380e-06    1.718452e-06 
8.945972e-04    5.660026e-04    8.224413e-05    8.562014e-06    1.718581e-06 
8.940304e-04    5.659896e-04    8.224928e-05    8.562627e-06    1.718705e-06 
8.934599e-04    5.659757e-04    8.225425e-05    8.563221e-06    1.718826e-06 
8.928865e-04    5.659611e-04    8.225913e-05    8.563806e-06    1.718944e-06 
8.923092e-04    5.659456e-04    8.226383e-05    8.564371e-06    1.719059e-06 
8.917276e-04    5.659291e-04    8.226837e-05    8.564919e-06    1.719171e-06 
8.911419e-04    5.659117e-04    8.227274e-05    8.565450e-06    1.719279e-06 
8.905518e-04    5.658933e-04    8.227696e-05    8.565964e-06    1.719383e-06 
8.899574e-04    5.658740e-04    8.228102e-05    8.566461e-06    1.719484e-06 
8.893584e-04    5.658538e-04    8.228493e-05    8.566943e-06    1.719582e-06 
8.887559e-04    5.658330e-04    8.228877e-05    8.567416e-06    1.719679e-06 
8.881486e-04    5.658113e-04    8.229245e-05    8.567874e-06    1.719772e-06 
8.875366e-04    5.657888e-04    8.229600e-05    8.568317e-06    1.719862e-06 
8.869197e-04    5.657653e-04    8.229941e-05    8.568746e-06    1.719949e-06 
8.862977e-04    5.657410e-04    8.230269e-05    8.569161e-06    1.720034e-06 
8.856708e-04    5.657158e-04    8.230584e-05    8.569563e-06    1.720116e-06 
8.850395e-04    5.656900e-04    8.230892e-05    8.569957e-06    1.720197e-06 
8.844030e-04    5.656634e-04    8.231188e-05    8.570339e-06    1.720274e-06 
8.837610e-04    5.656360e-04    8.231472e-05    8.570708e-06    1.720350e-06 
8.831136e-04    5.656077e-04    8.231744e-05    8.571064e-06    1.720423e-06 
8.824606e-04    5.655786e-04    8.232004e-05    8.571409e-06    1.720493e-06 
8.818019e-04    5.655487e-04    8.232254e-05    8.571743e-06    1.720562e-06 
8.811383e-04    5.655182e-04    8.232498e-05    8.572070e-06    1.720629e-06 
8.804687e-04    5.654868e-04    8.232731e-05    8.572387e-06    1.720693e-06 
8.797932e-04    5.654547e-04    8.232954e-05    8.572693e-06    1.720756e-06 
8.791116e-04    5.654217e-04    8.233167e-05    8.572989e-06    1.720817e-06 
8.784237e-04    5.653880e-04    8.233370e-05    8.573275e-06    1.720876e-06 
8.777303e-04    5.653537e-04    8.233568e-05    8.573555e-06    1.720933e-06 
8.770305e-04    5.653185e-04    8.233757e-05    8.573826e-06    1.720989e-06 
8.763242e-04    5.652826e-04    8.233936e-05    8.574088e-06    1.721043e-06 
8.756112e-04    5.652459e-04    8.234107e-05    8.574341e-06    1.721095e-06 
8.748922e-04    5.652085e-04    8.234273e-05    8.574589e-06    1.721146e-06 
8.741663e-04    5.651704e-04    8.234430e-05    8.574829e-06    1.721196e-06 
8.734334e-04    5.651315e-04    8.234580e-05    8.575060e-06    1.721243e-06 
8.726936e-04    5.650918e-04    8.234721e-05    8.575284e-06    1.721290e-06 
8.719465e-04    5.650513e-04    8.234854e-05    8.575500e-06    1.721334e-06 
8.711928e-04    5.650102e-04    8.234984e-05    8.575711e-06    1.721378e-06 
8.704317e-04    5.649683e-04    8.235105e-05    8.575916e-06    1.721421e-06 
8.696631e-04    5.649257e-04    8.235220e-05    8.576113e-06    1.721462e-06 
8.688869e-04    5.648822e-04    8.235327e-05    8.576303e-06    1.721501e-06 
8.681035e-04    5.648381e-04    8.235430e-05    8.576490e-06    1.721540e-06 
8.673123e-04    5.647932e-04    8.235527e-05    8.576670e-06    1.721578e-06 
8.665131e-04    5.647475e-04    8.235617e-05    8.576844e-06    1.721614e-06 
8.657059e-04    5.647010e-04    8.235701e-05    8.577011e-06    1.721649e-06 
8.648910e-04    5.646538e-04    8.235781e-05    8.577175e-06    1.721683e-06 
8.640678e-04    5.646059e-04    8.235854e-05    8.577334e-06    1.721717e-06 
8.632362e-04    5.645571e-04    8.235922e-05    8.577487e-06    1.721749e-06 
8.623960e-04    5.645076e-04    8.235984e-05    8.577634e-06    1.721780e-06 
8.615477e-04    5.644573e-04    8.236043e-05    8.577778e-06    1.721810e-06 
8.606907e-04    5.644062e-04    8.236096e-05    8.577917e-06    1.721840e-06 
8.598247e-04    5.643543e-04    8.236143e-05    8.578052e-06    1.721868e-06 
8.589502e-04    5.643018e-04    8.236187e-05    8.578183e-06    1.721896e-06 
8.580666e-04    5.642483e-04    8.236226e-05    8.578310e-06    1.721923e-06 
8.571737e-04    5.641941e-04    8.236260e-05    8.578432e-06    1.721949e-06 
8.562715e-04    5.641390e-04    8.236289e-05    8.578549e-06    1.721974e-06 
8.553602e-04    5.640832e-04    8.236314e-05    8.578664e-06    1.721999e-06 
8.544393e-04    5.640265e-04    8.236335e-05    8.578775e-06    1.722023e-06 
8.535087e-04    5.639690e-04    8.236351e-05    8.578882e-06    1.722046e-06 
8.525686e-04    5.639107e-04    8.236364e-05    8.578986e-06    1.722068e-06 
