Burial rate: 
1e-4 cm/yr      1e-3 cm/yr      1e-2 cm/yr      1e-1 cm/yr      0.5 cm/yr 
9.908339e-04    9.908339e-04    9.908339e-04    9.908339e-04    9.908339e-04 
1.558654e-13    1.429412e-14    1.429412e-15    1.429412e-16    2.858824e-17 
3.006291e-13    2.877049e-14    2.877049e-15    2.877049e-16    5.754097e-17 
4.472383e-13    4.343141e-14    4.343141e-15    4.343141e-16    8.686282e-17 
5.957167e-13    5.827925e-14    5.827925e-15    5.827925e-16    1.165585e-16 
7.460880e-13    7.331638e-14    7.331638e-15    7.331638e-16    1.466328e-16 
8.983763e-13    8.854521e-14    8.854521e-15    8.854521e-16    1.770904e-16 
1.052606e-12    1.039682e-13    1.039682e-14    1.039682e-15    2.079364e-16 
1.208802e-12    1.195878e-13    1.195878e-14    1.195878e-15    2.391756e-16 
1.366990e-12    1.354066e-13    1.354066e-14    1.354066e-15    2.708131e-16 
1.527194e-12    1.514270e-13    1.514270e-14    1.514270e-15    3.028540e-16 
1.689441e-12    1.676517e-13    1.676517e-14    1.676517e-15    3.353034e-16 
1.853756e-12    1.840832e-13    1.840832e-14    1.840832e-15    3.681664e-16 
2.020166e-12    2.007242e-13    2.007242e-14    2.007242e-15    4.014484e-16 
2.188698e-12    2.175774e-13    2.175774e-14    2.175774e-15    4.351547e-16 
2.359378e-12    2.346454e-13    2.346454e-14    2.346454e-15    4.692908e-16 
2.532234e-12    2.519310e-13    2.519310e-14    2.519310e-15    5.038620e-16 
2.707294e-12    2.694370e-13    2.694370e-14    2.694370e-15    5.388740e-16 
2.884586e-12    2.871662e-13    2.871662e-14    2.871662e-15    5.743324e-16 
3.064138e-12    3.051214e-13    3.051214e-14    3.051214e-15    6.102429e-16 
3.245980e-12    3.233056e-13    3.233056e-14    3.233056e-15    6.466111e-16 
3.430139e-12    3.417215e-13    3.417215e-14    3.417215e-15    6.834430e-16 
3.616647e-12    3.603723e-13    3.603723e-14    3.603723e-15    7.207445e-16 
3.805532e-12    3.792608e-13    3.792608e-14    3.792608e-15    7.585216e-16 
3.996825e-12    3.983901e-13    3.983901e-14    3.983901e-15    7.967802e-16 
4.190557e-12    4.177633e-13    4.177633e-14    4.177633e-15    8.355267e-16 
4.386760e-12    4.373835e-13    4.373835e-14    4.373835e-15    8.747671e-16 
4.585463e-12    4.572539e-13    4.572539e-14    4.572539e-15    9.145077e-16 
4.786700e-12    4.773775e-13    4.773775e-14    4.773775e-15    9.547551e-16 
4.990502e-12    4.977578e-13    4.977578e-14    4.977578e-15    9.955155e-16 
5.196902e-12    5.183978e-13    5.183978e-14    5.183978e-15    1.036796e-15 
5.405934e-12    5.393010e-13    5.393010e-14    5.393010e-15    1.078602e-15 
5.617631e-12    5.604707e-13    5.604707e-14    5.604707e-15    1.120941e-15 
5.832027e-12    5.819103e-13    5.819103e-14    5.819103e-15    1.163821e-15 
6.049156e-12    6.036232e-13    6.036232e-14    6.036232e-15    1.207246e-15 
6.269053e-12    6.256129e-13    6.256129e-14    6.256129e-15    1.251226e-15 
6.491754e-12    6.478830e-13    6.478830e-14    6.478830e-15    1.295766e-15 
6.717294e-12    6.704370e-13    6.704370e-14    6.704370e-15    1.340874e-15 
6.945710e-12    6.932785e-13    6.932785e-14    6.932785e-15    1.386557e-15 
7.177037e-12    7.164113e-13    7.164113e-14    7.164113e-15    1.432823e-15 
7.411314e-12    7.398390e-13    7.398390e-14    7.398390e-15    1.479678e-15 
7.648577e-12    7.635653e-13    7.635653e-14    7.635653e-15    1.527131e-15 
7.888866e-12    7.875942e-13    7.875942e-14    7.875942e-15    1.575188e-15 
8.132218e-12    8.119293e-13    8.119293e-14    8.119293e-15    1.623859e-15 
8.378672e-12    8.365748e-13    8.365748e-14    8.365748e-15    1.673150e-15 
8.628268e-12    8.615344e-13    8.615344e-14    8.615344e-15    1.723069e-15 
8.881047e-12    8.868123e-13    8.868123e-14    8.868123e-15    1.773625e-15 
9.137048e-12    9.124124e-13    9.124124e-14    9.124124e-15    1.824825e-15 
9.396313e-12    9.383389e-13    9.383389e-14    9.383389e-15    1.876678e-15 
9.658883e-12    9.645959e-13    9.645959e-14    9.645959e-15    1.929192e-15 
9.924801e-12    9.911877e-13    9.911877e-14    9.911877e-15    1.982375e-15 
1.019411e-11    1.018118e-12    1.018118e-13    1.018118e-14    2.036237e-15 
1.046685e-11    1.045393e-12    1.045393e-13    1.045393e-14    2.090785e-15 
1.074307e-11    1.073015e-12    1.073015e-13    1.073015e-14    2.146029e-15 
1.102281e-11    1.100989e-12    1.100989e-13    1.100989e-14    2.201977e-15 
1.130612e-11    1.129319e-12    1.129319e-13    1.129319e-14    2.258638e-15 
1.159303e-11    1.158011e-12    1.158011e-13    1.158011e-14    2.316022e-15 
1.188361e-11    1.187069e-12    1.187069e-13    1.187069e-14    2.374137e-15 
1.217789e-11    1.216497e-12    1.216497e-13    1.216497e-14    2.432993e-15 
1.247592e-11    1.246300e-12    1.246300e-13    1.246300e-14    2.492600e-15 
1.277776e-11    1.276483e-12    1.276483e-13    1.276483e-14    2.552966e-15 
1.308344e-11    1.307051e-12    1.307051e-13    1.307051e-14    2.614103e-15 
1.339301e-11    1.338009e-12    1.338009e-13    1.338009e-14    2.676018e-15 
1.370654e-11    1.369361e-12    1.369361e-13    1.369361e-14    2.738723e-15 
1.402406e-11    1.401114e-12    1.401114e-13    1.401114e-14    2.802227e-15 
1.434563e-11    1.433271e-12    1.433271e-13    1.433271e-14    2.866541e-15 
1.467130e-11    1.465838e-12    1.465838e-13    1.465838e-14    2.931675e-15 
1.500112e-11    1.498820e-12    1.498820e-13    1.498820e-14    2.997639e-15 
1.533515e-11    1.532222e-12    1.532222e-13    1.532222e-14    3.064445e-15 
1.567343e-11    1.566051e-12    1.566051e-13    1.566051e-14    3.132101e-15 
1.601603e-11    1.600310e-12    1.600310e-13    1.600310e-14    3.200621e-15 
1.636299e-11    1.635007e-12    1.635007e-13    1.635007e-14    3.270014e-15 
1.671438e-11    1.670146e-12    1.670146e-13    1.670146e-14    3.340292e-15 
1.707025e-11    1.705733e-12    1.705733e-13    1.705733e-14    3.411465e-15 
1.743066e-11    1.741773e-12    1.741773e-13    1.741773e-14    3.483547e-15 
1.779566e-11    1.778273e-12    1.778273e-13    1.778273e-14    3.556547e-15 
1.816531e-11    1.815239e-12    1.815239e-13    1.815239e-14    3.630477e-15 
1.853968e-11    1.852675e-12    1.852675e-13    1.852675e-14    3.705351e-15 
1.891882e-11    1.890589e-12    1.890589e-13    1.890589e-14    3.781179e-15 
1.930279e-11    1.928987e-12    1.928987e-13    1.928987e-14    3.857973e-15 
1.969166e-11    1.967873e-12    1.967873e-13    1.967873e-14    3.935747e-15 
2.008548e-11    2.007256e-12    2.007256e-13    2.007256e-14    4.014512e-15 
2.048433e-11    2.047141e-12    2.047141e-13    2.047141e-14    4.094281e-15 
2.088826e-11    2.087534e-12    2.087534e-13    2.087534e-14    4.175068e-15 
2.129734e-11    2.128442e-12    2.128442e-13    2.128442e-14    4.256884e-15 
2.171164e-11    2.169872e-12    2.169872e-13    2.169872e-14    4.339743e-15 
2.213122e-11    2.211830e-12    2.211830e-13    2.211830e-14    4.423659e-15 
2.255615e-11    2.254322e-12    2.254322e-13    2.254322e-14    4.508645e-15 
2.298649e-11    2.297357e-12    2.297357e-13    2.297357e-14    4.594714e-15 
2.342232e-11    2.340940e-12    2.340940e-13    2.340940e-14    4.681880e-15 
2.386371e-11    2.385079e-12    2.385079e-13    2.385079e-14    4.770158e-15 
2.431073e-11    2.429780e-12    2.429780e-13    2.429780e-14    4.859561e-15 
2.476344e-11    2.475052e-12    2.475052e-13    2.475052e-14    4.950104e-15 
2.522193e-11    2.520901e-12    2.520901e-13    2.520901e-14    5.041801e-15 
2.568626e-11    2.567334e-12    2.567334e-13    2.567334e-14    5.134667e-15 
2.615651e-11    2.614359e-12    2.614359e-13    2.614359e-14    5.228718e-15 
2.663276e-11    2.661983e-12    2.661983e-13    2.661983e-14    5.323967e-15 
2.711508e-11    2.710215e-12    2.710215e-13    2.710215e-14    5.420431e-15 
2.760354e-11    2.759062e-12    2.759062e-13    2.759062e-14    5.518124e-15 
2.809824e-11    2.808531e-12    2.808532e-13    2.808532e-14    5.617063e-15 
2.859924e-11    2.858632e-12    2.858632e-13    2.858632e-14    5.717263e-15 
2.910663e-11    2.909371e-12    2.909371e-13    2.909371e-14    5.818741e-15 
2.962049e-11    2.960756e-12    2.960756e-13    2.960756e-14    5.921513e-15 
3.014090e-11    3.012797e-12    3.012797e-13    3.012797e-14    6.025594e-15 
3.066794e-11    3.065502e-12    3.065502e-13    3.065502e-14    6.131003e-15 
3.120170e-11    3.118878e-12    3.118878e-13    3.118878e-14    6.237756e-15 
3.174227e-11    3.172935e-12    3.172935e-13    3.172935e-14    6.345869e-15 
3.228973e-11    3.227681e-12    3.227681e-13    3.227681e-14    6.455361e-15 
3.284417e-11    3.283124e-12    3.283124e-13    3.283124e-14    6.566249e-15 
3.340568e-11    3.339275e-12    3.339275e-13    3.339275e-14    6.678550e-15 
3.397434e-11    3.396142e-12    3.396142e-13    3.396142e-14    6.792284e-15 
3.455026e-11    3.453734e-12    3.453734e-13    3.453734e-14    6.907467e-15 
3.513352e-11    3.512059e-12    3.512059e-13    3.512059e-14    7.024119e-15 
3.572421e-11    3.571129e-12    3.571129e-13    3.571129e-14    7.142258e-15 
3.632244e-11    3.630951e-12    3.630951e-13    3.630951e-14    7.261903e-15 
3.692829e-11    3.691537e-12    3.691537e-13    3.691537e-14    7.383073e-15 
3.754187e-11    3.752894e-12    3.752894e-13    3.752894e-14    7.505788e-15 
3.816326e-11    3.815034e-12    3.815034e-13    3.815034e-14    7.630068e-15 
3.879259e-11    3.877966e-12    3.877966e-13    3.877966e-14    7.755932e-15 
3.942993e-11    3.941701e-12    3.941701e-13    3.941701e-14    7.883401e-15 
4.007540e-11    4.006248e-12    4.006248e-13    4.006248e-14    8.012495e-15 
4.072910e-11    4.071617e-12    4.071617e-13    4.071617e-14    8.143235e-15 
4.139113e-11    4.137821e-12    4.137821e-13    4.137821e-14    8.275641e-15 
4.206160e-11    4.204868e-12    4.204868e-13    4.204868e-14    8.409736e-15 
4.274062e-11    4.272770e-12    4.272770e-13    4.272770e-14    8.545540e-15 
4.342830e-11    4.341538e-12    4.341538e-13    4.341538e-14    8.683076e-15 
4.412475e-11    4.411182e-12    4.411182e-13    4.411182e-14    8.822365e-15 
4.483007e-11    4.481715e-12    4.481715e-13    4.481715e-14    8.963430e-15 
4.554439e-11    4.553146e-12    4.553146e-13    4.553146e-14    9.106293e-15 
4.626781e-11    4.625489e-12    4.625489e-13    4.625489e-14    9.250977e-15 
4.700046e-11    4.698753e-12    4.698753e-13    4.698753e-14    9.397507e-15 
4.774244e-11    4.772952e-12    4.772952e-13    4.772952e-14    9.545904e-15 
4.849389e-11    4.848097e-12    4.848097e-13    4.848097e-14    9.696193e-15 
4.925492e-11    4.924199e-12    4.924199e-13    4.924199e-14    9.848398e-15 
5.002564e-11    5.001272e-12    5.001272e-13    5.001272e-14    1.000254e-14 
5.080620e-11    5.079328e-12    5.079328e-13    5.079328e-14    1.015866e-14 
5.159670e-11    5.158378e-12    5.158378e-13    5.158378e-14    1.031676e-14 
5.239729e-11    5.238437e-12    5.238437e-13    5.238437e-14    1.047687e-14 
5.320808e-11    5.319516e-12    5.319516e-13    5.319516e-14    1.063903e-14 
5.402921e-11    5.401628e-12    5.401628e-13    5.401628e-14    1.080326e-14 
5.486080e-11    5.484788e-12    5.484788e-13    5.484788e-14    1.096958e-14 
5.570300e-11    5.569008e-12    5.569008e-13    5.569008e-14    1.113802e-14 
5.655594e-11    5.654301e-12    5.654301e-13    5.654301e-14    1.130860e-14 
5.741975e-11    5.740682e-12    5.740682e-13    5.740682e-14    1.148136e-14 
5.829457e-11    5.828165e-12    5.828165e-13    5.828165e-14    1.165633e-14 
5.918054e-11    5.916762e-12    5.916762e-13    5.916762e-14    1.183352e-14 
6.007782e-11    6.006489e-12    6.006489e-13    6.006489e-14    1.201298e-14 
6.098653e-11    6.097360e-12    6.097360e-13    6.097360e-14    1.219472e-14 
6.190682e-11    6.189390e-12    6.189390e-13    6.189390e-14    1.237878e-14 
6.283885e-11    6.282593e-12    6.282593e-13    6.282593e-14    1.256519e-14 
6.378276e-11    6.376984e-12    6.376984e-13    6.376984e-14    1.275397e-14 
6.473870e-11    6.472578e-12    6.472578e-13    6.472578e-14    1.294516e-14 
6.570684e-11    6.569391e-12    6.569391e-13    6.569391e-14    1.313878e-14 
6.668731e-11    6.667439e-12    6.667439e-13    6.667439e-14    1.333488e-14 
6.768028e-11    6.766736e-12    6.766736e-13    6.766736e-14    1.353347e-14 
6.868592e-11    6.867300e-12    6.867300e-13    6.867300e-14    1.373460e-14 
6.970437e-11    6.969145e-12    6.969145e-13    6.969145e-14    1.393829e-14 
7.073581e-11    7.072289e-12    7.072289e-13    7.072289e-14    1.414458e-14 
7.178040e-11    7.176748e-12    7.176748e-13    7.176748e-14    1.435350e-14 
7.283831e-11    7.282539e-12    7.282539e-13    7.282539e-14    1.456508e-14 
7.390970e-11    7.389678e-12    7.389678e-13    7.389678e-14    1.477936e-14 
7.499476e-11    7.498183e-12    7.498183e-13    7.498183e-14    1.499637e-14 
7.609364e-11    7.608072e-12    7.608072e-13    7.608072e-14    1.521614e-14 
7.720654e-11    7.719362e-12    7.719362e-13    7.719362e-14    1.543872e-14 
7.833362e-11    7.832070e-12    7.832070e-13    7.832070e-14    1.566414e-14 
7.947508e-11    7.946216e-12    7.946216e-13    7.946216e-14    1.589243e-14 
8.063108e-11    8.061816e-12    8.061816e-13    8.061816e-14    1.612363e-14 
8.180183e-11    8.178891e-12    8.178891e-13    8.178891e-14    1.635778e-14 
8.298750e-11    8.297458e-12    8.297458e-13    8.297458e-14    1.659492e-14 
8.418828e-11    8.417536e-12    8.417536e-13    8.417536e-14    1.683507e-14 
8.540438e-11    8.539146e-12    8.539146e-13    8.539146e-14    1.707829e-14 
8.663598e-11    8.662306e-12    8.662306e-13    8.662306e-14    1.732461e-14 
8.788328e-11    8.787036e-12    8.787036e-13    8.787036e-14    1.757407e-14 
8.914648e-11    8.913356e-12    8.913356e-13    8.913356e-14    1.782671e-14 
9.042579e-11    9.041287e-12    9.041287e-13    9.041287e-14    1.808257e-14 
9.172140e-11    9.170848e-12    9.170848e-13    9.170848e-14    1.834170e-14 
9.303354e-11    9.302062e-12    9.302062e-13    9.302062e-14    1.860412e-14 
9.436240e-11    9.434948e-12    9.434948e-13    9.434948e-14    1.886990e-14 
9.570821e-11    9.569529e-12    9.569529e-13    9.569529e-14    1.913906e-14 
9.707117e-11    9.705825e-12    9.705825e-13    9.705825e-14    1.941165e-14 
9.845151e-11    9.843859e-12    9.843859e-13    9.843859e-14    1.968772e-14 
9.984945e-11    9.983653e-12    9.983653e-13    9.983653e-14    1.996731e-14 
1.012652e-10    1.012523e-11    1.012523e-12    1.012523e-13    2.025046e-14 
1.026990e-10    1.026861e-11    1.026861e-12    1.026861e-13    2.053722e-14 
1.041511e-10    1.041382e-11    1.041382e-12    1.041382e-13    2.082764e-14 
1.056217e-10    1.056088e-11    1.056088e-12    1.056088e-13    2.112176e-14 
1.071111e-10    1.070981e-11    1.070981e-12    1.070981e-13    2.141963e-14 
1.086194e-10    1.086065e-11    1.086065e-12    1.086065e-13    2.172130e-14 
1.101470e-10    1.101340e-11    1.101340e-12    1.101340e-13    2.202681e-14 
1.116940e-10    1.116811e-11    1.116811e-12    1.116811e-13    2.233622e-14 
1.132608e-10    1.132479e-11    1.132479e-12    1.132479e-13    2.264957e-14 
1.148475e-10    1.148346e-11    1.148346e-12    1.148346e-13    2.296692e-14 
1.164545e-10    1.164416e-11    1.164416e-12    1.164416e-13    2.328831e-14 
1.180819e-10    1.180690e-11    1.180690e-12    1.180690e-13    2.361380e-14 
1.197301e-10    1.197172e-11    1.197172e-12    1.197172e-13    2.394345e-14 
1.213994e-10    1.213864e-11    1.213864e-12    1.213864e-13    2.427729e-14 
1.230899e-10    1.230769e-11    1.230769e-12    1.230769e-13    2.461539e-14 
1.248019e-10    1.247890e-11    1.247890e-12    1.247890e-13    2.495780e-14 
1.265358e-10    1.265229e-11    1.265229e-12    1.265229e-13    2.530458e-14 
1.282918e-10    1.282789e-11    1.282789e-12    1.282789e-13    2.565577e-14 
1.300702e-10    1.300572e-11    1.300572e-12    1.300572e-13    2.601145e-14 
1.318712e-10    1.318583e-11    1.318583e-12    1.318583e-13    2.637166e-14 
1.336952e-10    1.336823e-11    1.336823e-12    1.336823e-13    2.673646e-14 
1.355425e-10    1.355295e-11    1.355295e-12    1.355295e-13    2.710591e-14 
1.374133e-10    1.374004e-11    1.374004e-12    1.374004e-13    2.748007e-14 
1.393079e-10    1.392950e-11    1.392950e-12    1.392950e-13    2.785900e-14 
1.412268e-10    1.412138e-11    1.412138e-12    1.412138e-13    2.824277e-14 
1.431700e-10    1.431571e-11    1.431571e-12    1.431571e-13    2.863142e-14 
1.451381e-10    1.451252e-11    1.451252e-12    1.451252e-13    2.902503e-14 
1.471312e-10    1.471183e-11    1.471183e-12    1.471183e-13    2.942366e-14 
1.491498e-10    1.491369e-11    1.491369e-12    1.491369e-13    2.982737e-14 
1.511941e-10    1.511812e-11    1.511812e-12    1.511812e-13    3.023623e-14 
1.532644e-10    1.532515e-11    1.532515e-12    1.532515e-13    3.065030e-14 
1.553612e-10    1.553483e-11    1.553483e-12    1.553483e-13    3.106965e-14 
1.574847e-10    1.574717e-11    1.574717e-12    1.574717e-13    3.149435e-14 
1.596352e-10    1.596223e-11    1.596223e-12    1.596223e-13    3.192446e-14 
1.618132e-10    1.618003e-11    1.618003e-12    1.618003e-13    3.236005e-14 
1.640189e-10    1.640060e-11    1.640060e-12    1.640060e-13    3.280120e-14 
1.662528e-10    1.662399e-11    1.662399e-12    1.662399e-13    3.324797e-14 
1.685151e-10    1.685022e-11    1.685022e-12    1.685022e-13    3.370044e-14 
1.708063e-10    1.707934e-11    1.707934e-12    1.707934e-13    3.415868e-14 
1.731267e-10    1.731138e-11    1.731138e-12    1.731138e-13    3.462275e-14 
1.754767e-10    1.754637e-11    1.754637e-12    1.754637e-13    3.509275e-14 
1.778566e-10    1.778437e-11    1.778437e-12    1.778437e-13    3.556874e-14 
1.802669e-10    1.802540e-11    1.802540e-12    1.802540e-13    3.605079e-14 
1.827079e-10    1.826950e-11    1.826950e-12    1.826950e-13    3.653899e-14 
1.851800e-10    1.851671e-11    1.851671e-12    1.851671e-13    3.703342e-14 
1.876836e-10    1.876707e-11    1.876707e-12    1.876707e-13    3.753414e-14 
1.902192e-10    1.902063e-11    1.902063e-12    1.902063e-13    3.804126e-14 
1.927871e-10    1.927742e-11    1.927742e-12    1.927742e-13    3.855483e-14 
1.953877e-10    1.953748e-11    1.953748e-12    1.953748e-13    3.907496e-14 
1.980215e-10    1.980086e-11    1.980086e-12    1.980086e-13    3.960171e-14 
2.006888e-10    2.006759e-11    2.006759e-12    2.006759e-13    4.013519e-14 
2.033902e-10    2.033773e-11    2.033773e-12    2.033773e-13    4.067546e-14 
2.061260e-10    2.061131e-11    2.061131e-12    2.061131e-13    4.122262e-14 
2.088967e-10    2.088838e-11    2.088838e-12    2.088838e-13    4.177676e-14 
2.117027e-10    2.116898e-11    2.116898e-12    2.116898e-13    4.233796e-14 
2.145445e-10    2.145316e-11    2.145316e-12    2.145316e-13    4.290631e-14 
2.174225e-10    2.174096e-11    2.174096e-12    2.174096e-13    4.348192e-14 
2.203372e-10    2.203243e-11    2.203243e-12    2.203243e-13    4.406486e-14 
2.232890e-10    2.232761e-11    2.232761e-12    2.232761e-13    4.465523e-14 
2.262785e-10    2.262656e-11    2.262656e-12    2.262656e-13    4.525313e-14 
2.293061e-10    2.292932e-11    2.292932e-12    2.292932e-13    4.585865e-14 
2.323723e-10    2.323594e-11    2.323594e-12    2.323594e-13    4.647189e-14 
2.354776e-10    2.354647e-11    2.354647e-12    2.354647e-13    4.709295e-14 
2.386225e-10    2.386096e-11    2.386096e-12    2.386096e-13    4.772193e-14 
2.418075e-10    2.417946e-11    2.417946e-12    2.417946e-13    4.835892e-14 
2.450331e-10    2.450202e-11    2.450202e-12    2.450202e-13    4.900404e-14 
2.482998e-10    2.482869e-11    2.482869e-12    2.482869e-13    4.965738e-14 
2.516082e-10    2.515953e-11    2.515953e-12    2.515953e-13    5.031905e-14 
2.549587e-10    2.549458e-11    2.549458e-12    2.549458e-13    5.098916e-14 
2.583519e-10    2.583391e-11    2.583391e-12    2.583391e-13    5.166781e-14 
2.617885e-10    2.617756e-11    2.617756e-12    2.617756e-13    5.235511e-14 
2.652688e-10    2.652559e-11    2.652559e-12    2.652559e-13    5.305118e-14 
2.687935e-10    2.687806e-11    2.687806e-12    2.687806e-13    5.375612e-14 
2.723631e-10    2.723502e-11    2.723502e-12    2.723502e-13    5.447004e-14 
2.759782e-10    2.759654e-11    2.759654e-12    2.759654e-13    5.519307e-14 
2.796395e-10    2.796266e-11    2.796266e-12    2.796266e-13    5.592532e-14 
2.833474e-10    2.833345e-11    2.833345e-12    2.833345e-13    5.666690e-14 
2.871026e-10    2.870897e-11    2.870897e-12    2.870897e-13    5.741794e-14 
2.909056e-10    2.908927e-11    2.908927e-12    2.908927e-13    5.817855e-14 
2.947572e-10    2.947443e-11    2.947443e-12    2.947443e-13    5.894885e-14 
2.986578e-10    2.986449e-11    2.986449e-12    2.986449e-13    5.972898e-14 
3.026082e-10    3.025953e-11    3.025953e-12    3.025953e-13    6.051906e-14 
3.066089e-10    3.065960e-11    3.065960e-12    3.065960e-13    6.131921e-14 
3.106606e-10    3.106478e-11    3.106478e-12    3.106478e-13    6.212955e-14 
3.147640e-10    3.147512e-11    3.147512e-12    3.147512e-13    6.295023e-14 
3.189197e-10    3.189069e-11    3.189069e-12    3.189069e-13    6.378138e-14 
3.231284e-10    3.231156e-11    3.231156e-12    3.231156e-13    6.462311e-14 
3.273908e-10    3.273779e-11    3.273779e-12    3.273779e-13    6.547558e-14 
3.317075e-10    3.316946e-11    3.316946e-12    3.316946e-13    6.633892e-14 
3.360792e-10    3.360663e-11    3.360663e-12    3.360663e-13    6.721327e-14 
3.405067e-10    3.404938e-11    3.404938e-12    3.404938e-13    6.809876e-14 
3.449906e-10    3.449777e-11    3.449777e-12    3.449777e-13    6.899554e-14 
3.495316e-10    3.495188e-11    3.495188e-12    3.495188e-13    6.990375e-14 
3.541306e-10    3.541177e-11    3.541177e-12    3.541177e-13    7.082355e-14 
3.587882e-10    3.587753e-11    3.587753e-12    3.587753e-13    7.175507e-14 
3.635052e-10    3.634923e-11    3.634923e-12    3.634923e-13    7.269846e-14 
3.682823e-10    3.682694e-11    3.682694e-12    3.682694e-13    7.365388e-14 
3.731203e-10    3.731074e-11    3.731074e-12    3.731074e-13    7.462149e-14 
3.780200e-10    3.780071e-11    3.780071e-12    3.780071e-13    7.560143e-14 
3.829822e-10    3.829693e-11    3.829693e-12    3.829693e-13    7.659386e-14 
3.880076e-10    3.879947e-11    3.879947e-12    3.879947e-13    7.759895e-14 
3.930971e-10    3.930842e-11    3.930842e-12    3.930842e-13    7.861685e-14 
3.982515e-10    3.982386e-11    3.982386e-12    3.982386e-13    7.964772e-14 
4.034715e-10    4.034587e-11    4.034587e-12    4.034587e-13    8.069174e-14 
4.087582e-10    4.087453e-11    4.087453e-12    4.087453e-13    8.174907e-14 
4.141122e-10    4.140994e-11    4.140994e-12    4.140994e-13    8.281988e-14 
4.195345e-10    4.195217e-11    4.195217e-12    4.195217e-13    8.390434e-14 
4.250260e-10    4.250131e-11    4.250131e-12    4.250131e-13    8.500263e-14 
4.305874e-10    4.305746e-11    4.305746e-12    4.305746e-13    8.611492e-14 
4.362198e-10    4.362069e-11    4.362069e-12    4.362069e-13    8.724139e-14 
4.419239e-10    4.419111e-11    4.419111e-12    4.419111e-13    8.838222e-14 
4.477008e-10    4.476879e-11    4.476880e-12    4.476880e-13    8.953759e-14 
4.535513e-10    4.535385e-11    4.535385e-12    4.535385e-13    9.070770e-14 
4.594764e-10    4.594636e-11    4.594636e-12    4.594636e-13    9.189272e-14 
4.654771e-10    4.654642e-11    4.654643e-12    4.654643e-13    9.309285e-14 
4.715542e-10    4.715414e-11    4.715414e-12    4.715414e-13    9.430828e-14 
4.777089e-10    4.776960e-11    4.776960e-12    4.776960e-13    9.553921e-14 
4.839420e-10    4.839291e-11    4.839291e-12    4.839291e-13    9.678583e-14 
4.902545e-10    4.902417e-11    4.902417e-12    4.902417e-13    9.804834e-14 
4.966476e-10    4.966347e-11    4.966348e-12    4.966348e-13    9.932695e-14 
5.031221e-10    5.031093e-11    5.031093e-12    5.031093e-13    1.006219e-13 
5.096792e-10    5.096664e-11    5.096664e-12    5.096664e-13    1.019333e-13 
5.163199e-10    5.163071e-11    5.163071e-12    5.163071e-13    1.032614e-13 
5.230452e-10    5.230324e-11    5.230324e-12    5.230324e-13    1.046065e-13 
5.298563e-10    5.298435e-11    5.298435e-12    5.298435e-13    1.059687e-13 
5.367542e-10    5.367415e-11    5.367415e-12    5.367415e-13    1.073483e-13 
5.437401e-10    5.437273e-11    5.437273e-12    5.437273e-13    1.087455e-13 
5.508150e-10    5.508023e-11    5.508023e-12    5.508023e-13    1.101605e-13 
5.579802e-10    5.579674e-11    5.579674e-12    5.579674e-13    1.115935e-13 
5.652367e-10    5.652239e-11    5.652239e-12    5.652239e-13    1.130448e-13 
5.725856e-10    5.725729e-11    5.725729e-12    5.725729e-13    1.145146e-13 
5.800283e-10    5.800156e-11    5.800156e-12    5.800156e-13    1.160031e-13 
5.875659e-10    5.875531e-11    5.875531e-12    5.875532e-13    1.175106e-13 
5.951996e-10    5.951868e-11    5.951868e-12    5.951868e-13    1.190374e-13 
6.029306e-10    6.029178e-11    6.029178e-12    6.029178e-13    1.205836e-13 
6.107601e-10    6.107474e-11    6.107474e-12    6.107474e-13    1.221495e-13 
6.186895e-10    6.186767e-11    6.186767e-12    6.186767e-13    1.237353e-13 
6.267199e-10    6.267072e-11    6.267072e-12    6.267072e-13    1.253414e-13 
6.348528e-10    6.348400e-11    6.348401e-12    6.348401e-13    1.269680e-13 
6.430893e-10    6.430766e-11    6.430766e-12    6.430766e-13    1.286153e-13 
6.514308e-10    6.514181e-11    6.514181e-12    6.514181e-13    1.302836e-13 
6.598787e-10    6.598660e-11    6.598660e-12    6.598660e-13    1.319732e-13 
6.684343e-10    6.684216e-11    6.684216e-12    6.684216e-13    1.336843e-13 
6.770990e-10    6.770863e-11    6.770863e-12    6.770863e-13    1.354173e-13 
6.858741e-10    6.858614e-11    6.858614e-12    6.858614e-13    1.371723e-13 
6.947611e-10    6.947484e-11    6.947484e-12    6.947484e-13    1.389497e-13 
7.037614e-10    7.037487e-11    7.037487e-12    7.037487e-13    1.407497e-13 
7.128764e-10    7.128637e-11    7.128638e-12    7.128638e-13    1.425728e-13 
7.221077e-10    7.220950e-11    7.220950e-12    7.220950e-13    1.444190e-13 
7.314566e-10    7.314440e-11    7.314440e-12    7.314440e-13    1.462888e-13 
7.409248e-10    7.409121e-11    7.409121e-12    7.409121e-13    1.481824e-13 
7.505136e-10    7.505009e-11    7.505010e-12    7.505010e-13    1.501002e-13 
7.602247e-10    7.602120e-11    7.602121e-12    7.602121e-13    1.520424e-13 
7.700596e-10    7.700469e-11    7.700470e-12    7.700470e-13    1.540094e-13 
7.800199e-10    7.800072e-11    7.800073e-12    7.800073e-13    1.560015e-13 
7.901071e-10    7.900945e-11    7.900945e-12    7.900945e-13    1.580189e-13 
8.003230e-10    8.003104e-11    8.003104e-12    8.003104e-13    1.600621e-13 
